บุรี	b u ˨˩ . r iː ˧
บุรีรัมย์	b u ˨˩ . r iː ˧ . r a m ˧
บุรุนดี	b u ˨˩ . r u n ˧ . d iː ˧
บุรุษ	b u ˨˩ . r u t̚ ˨˩
บุรุษ	b u ˨˩ . r u t̚ ˨˩ . s a ˨˩ .
บุรุษสรรพนาม	b u ˨˩ . r u t̚ ˨˩ . s a ˨˩ . s a p̚ ˨˩ . pʰ a ˦˥ . n aː m ˧
บุรุษไปรษณีย์	b u ˨˩ . r u t̚ ˨˩ . p r aj ˧ . s a ˨˩ . n iː ˧
บุษบก	b u t̚ ˨˩ . s a ˨˩ . b o k̚ ˨˩
บุษบา	b u t̚ ˨˩ . s a ˨˩ . b aː ˧
บุษยะ	b u t̚ ˨˩ . s a ˨˩ . j aʔ ˦˥
บุษย์น้ำทอง	b u t̚ ˨˩ . n aː m ˦˥ . tʰ ɔː ŋ ˧
บุษราคัม	b u t̚ ˨˩ . s a ˨˩ . r aː ˧ . kʰ a m ˧
บุหงา	b u ˨˩ . ŋ aː ˩˩˦
บุหรี่	b u ˨˩ . r iː ˨˩
บุหรี่	b u ˧ . r iː ˨˩
บุหรี่พม่า	b u ˨˩ . r iː ˨˩ . pʰ a ˦˥ . m aː ˥˩
บุหรี่พระราม	b u ˨˩ . r iː ˨˩ . pʰ r a ˦˥ . r aː m ˧
บุหลัน	b u ˨˩ . l a n ˩˩˦
บุ้ง	b u ŋ ˥˩
บุ๊ก	b u k̚ ˦˥
บูคาเรสต์	b uː ˧ . kʰ aː ˧ . r eː s ˦˥
บูชา	b uː ˧ . t͡ɕʰ aː ˧
บูด	b uː t̚ ˨˩
บูดาเปสต์	b uː ˧ . d aː ˧ . p eː s ˦˥
บูรพทิศ	b uː ˧ . r a ˦˥ . pʰ a ˦˥ . tʰ i t̚ ˦˥
บูรพา	b uː ˧ . r a ˦˥ . pʰ aː ˧
บูร์กินาฟาโซ	b uː ˧ . k i ˨˩ . n aː ˧ . f aː ˧ . s oː ˧
บูร์กินาฟาโซ	b uː ˧ . k i ˨˩ . n aː ˥˩ . f aː ˧ . s oː ˧
บูร์กินาฟาโซ	b uː ˧ . k i ˨˩ . n aː ˥˩ . f aː ˧ . s oː ˥˩
บู๊	b uː ˦˥
บู๊ลิ้ม	b uː ˦˥ . l i m ˦˥
บ่	b ɔː ˨˩
บ่	b ɔʔ ˨˩
บ่ง	b o ŋ ˨˩
บ่งบอก	b o ŋ ˨˩ . b ɔː k̚ ˨˩
บ่น	b o n ˨˩
บ่ม	b o m ˨˩
บ่มิไก๊	b ɔː ˨˩ . m i ˦˥ . k aj ˦˥
บ่วง	b ua̯ ŋ ˨˩
บ่อ	b ɔː ˨˩
บ่องตง	b ɔ ŋ ˨˩ . t o ŋ ˧
บ่อน	b ɔ n ˨˩
บ่อน้ำ	b ɔː ˨˩ . n aː m ˦˥
บ่อน้ำร้อน	b ɔː ˨˩ . n aː m ˦˥ . r ɔː n ˦˥
บ่อย	b ɔj ˨˩
บ่า	b à
บ่า	b aː ˨˩
บ่าง	b aː ŋ ˨˩
บ่าย	b aːj ˨˩
บ่าว	b aːw ˨˩
บ้ง	b o ŋ ˥˩
บ้วน	b ua̯ n ˥˩
บ้อง	b ɔ ŋ ˥˩
บ้องแบ๊ว	b ɔ ŋ ˥˩ . b ɛw ˦˥
บ้า	b aː ˥˩
บ้าง	b a ŋ ˥˩
บ้าน	b aː n ˥˩
บ้านช่อง	b aː n ˥˩ . t͡ɕʰ ɔ ŋ ˥˩
บ้านช่องห้องหอ	b aː n ˥˩ . t͡ɕʰ ɔ ŋ ˥˩ . h ɔ ŋ ˥˩ . h ɔː ˩˩˦
บ้านนอก	b aː n ˥˩ . n ɔː k̚ ˥˩
บ้านป่าเมืองเถื่อน	b aː n ˥˩ . p aː ˨˩ . m ɯa̯ ŋ ˧ . tʰ ɯa̯ n ˨˩
บ้านผีสิง	b aː n ˥˩ . pʰ iː ˩˩˦ . s i ŋ ˩˩˦
บ้านพัก	b aː n ˥˩ . pʰ a k̚ ˦˥
บ้านเกิด	b aː n ˥˩ . k ɤː t̚ ˨˩
บ้านเกิดเมืองนอน	b aː n ˥˩ . k ɤː t̚ ˨˩ . m ɯa̯ ŋ ˧ . n ɔː n ˧
บ้านเมือง	b aː n ˥˩ . m ɯa̯ ŋ ˧
บ้าบิ่น	b aː ˥˩ . b i n ˨˩
บ้ายอ	b aː ˥˩ . j ɔː ˧
บ้าหมู	b aː ˥˩ . m uː ˩˩˦
บ๊วย	b ua̯j ˦˥
บ๊ะจ่าง	b a ˦˥ . t͡ɕ aː ŋ ˨˩
บ๊ายบาย	b aːj ˦˥ . b aːj ˧
บ๋อย	b ɔj ˩˩˦
ป	p ɔː ˧
ป.ป.ช.	p ɔː ˧ . p ɔː ˧ . t͡ɕʰ ɔː ˧
ปก	p o k̚ ˨˩
ปกครอง	p o k̚ ˨˩ . kʰ r ɔː ŋ ˧
ปกติ	p a ˨˩ . k a ˨˩ . t i ʔ ˨˩
ปกติ	p o k̚ ˨˩ . k a ˨˩ . t i ʔ ˨˩
ปกป้อง	p o k̚ ˨˩ . p ɔ ŋ ˥˩
ปชช.	p ɔː ˧ . t͡ɕʰ ɔː ˧ . t͡ɕʰ ɔː ˧
ปชต.	p ɔː ˧ . t͡ɕʰ ɔː ˧ . t ɔː ˧
ปฏัก	p a ˨˩ . t a k̚ ˨˩
ปฏิ	p a ˨˩ . t i ʔ ˨˩
ปฏิกริยา	p a ˨˩ . t i ˨˩ . k r i ˨˩ . j aː ˧
ปฏิกิริยา	p a ˨˩ . t i ˨˩ . k i ˨˩ . r i ˦˥ . j aː ˧
ปฏิกิริยานิวเคลียร์	p a ˨˩ . t i ˨˩ . k i ˨˩ . r i ˦˥ . j aː ˧ . n iw ˧ . kʰ l ia̯ ˧
ปฏิกิริยาเคมี	p a ˨˩ . t i ˨˩ . k i ˨˩ . r i ˦˥ . j aː ˧ . kʰ eː ˧ . m iː ˧
ปฏิกูล	p a ˨˩ . t i ˨˩ . k uː n ˧
ปฏิชีวนะ	p a ˨˩ . t i ˨˩ . t͡ɕʰ iː ˧ . w a ˦˥ . n aʔ ˦˥
ปฏิญาณ	p a ˨˩ . t i ˨˩ . j aː n ˧
ปฏิทิน	p a ˨˩ . t i ˨˩ . tʰ i n ˧
ปฏิทินดาวเคราะห์	p a ˨˩ . t i ˨˩ . tʰ i n ˧ . d aːw ˧ . kʰ r ɔʔ ˦˥
ปฏิบัติ	p a ˨˩ . t i ˨˩ . b a t̚ ˨˩
ปฏิบัติการ	p a ˨˩ . t i ˨˩ . b a t̚ ˨˩ . k aː n ˧
ปฏิพจน์	p a ˨˩ . t i ˨˩ . pʰ o t̚ ˦˥
ปฏิรูป	p a ˨˩ . t i ˨˩ . r uː p̚ ˥˩
ปฏิรูป	p a ˨˩ . t i ˨˩ . r uː ˧ . p a ˨˩ .
ปฏิวัติ	p a ˨˩ . t i ˨˩ . w a t̚ ˦˥
ปฏิวัติ	p a ˨˩ . t i ˧ . w a t̚ ˦˥
ปฏิวัติ	p a ˧ . t i ˧ . w a t̚ ˦˥
ปฏิสสาร	p a ˨˩ . t i ˨˩ . s a ˨˩ . s aː n ˩˩˦
ปฏิสังขรณ์	p a ˨˩ . t i ˨˩ . s a ŋ ˩˩˦ . kʰ ɔː n ˩˩˦
ปฏิสัมพันธ์	p a ˨˩ . t i ˨˩ . s a m ˩˩˦ . pʰ a n ˧
ปฏิเสธ	p a ˨˩ . t i ˨˩ . s eː t̚ ˨˩
ปฐม	p a ˨˩ . tʰ o m ˩˩˦
ปฐม	p a ˨˩ . tʰ o m ˩˩˦ . m a ˦˥ .
ปฐม	p a ˨˩ . tʰ o m ˩˩˦ .
ปฐมกรรม	p a ˨˩ . tʰ o m ˩˩˦ . m a ˦˥ . k a m ˧
ปฐมทัศน์	p a ˨˩ . tʰ o m ˩˩˦ . m a ˦˥ . tʰ a t̚ ˦˥
ปฐมพยาบาล	p a ˨˩ . tʰ o m ˩˩˦ . pʰ a ˦˥ . j aː ˧ . b aː n ˧
ปฐมยาม	p a ˨˩ . tʰ o m ˩˩˦ . m a ˦˥ . j aː m ˧
ปฐมฤกษ์	p a ˨˩ . tʰ o m ˩˩˦ . m a ˦˥ . r ɤː k̚ ˥˩
ปณิธาน	p a ˨˩ . n i ˦˥ . tʰ aː n ˧
ปด	p o t̚ ˨˩
ปท.	p ɔː ˧ . tʰ ɔː ˧
ปทท.	p ɔː ˧ . tʰ ɔː ˧ . tʰ ɔː ˧
ปทานุกรม	p a ˨˩ . tʰ aː ˧ . n u ˦˥ . k r o m ˧
ปทุม	p a ˨˩ . tʰ u m ˧
ปทุม	p a ˨˩ . tʰ u m ˧ . m a ˦˥ .
ปทุมธานี	p a ˨˩ . tʰ u m ˧ . tʰ aː ˧ . n iː ˧
ปทุมุตร	p a ˨˩ . tʰ u ˦˥ . m u t̚ ˦˥
ปทุมุตร	p a ˨˩ . tʰ u ˦˥ . m u t̚ ˦˥ . t a ˨˩ . r a ˦˥ .
ปธน.	p ɔː ˧ . tʰ ɔː ˧ . n ɔː ˧
ปน	p o n ˧
ปปช.	p ɔː ˧ . p ɔː ˧ . t͡ɕʰ ɔː ˧
ปม	p o m ˧
ปมด้อย	p o m ˧ . d ɔj ˥˩
ปรกติ	p r o k̚ ˨˩ . k a ˨˩ . t i ʔ ˨˩
ปรง	p r o ŋ ˧
ปรตยาค	p r o t̚ ˨˩ . t a ˨˩ . j aː k̚ ˥˩
ปรนนิบัติ	p r o n ˧ . n i ˦˥ . b a t̚ ˨˩
ปรบ	p r o p̚ ˨˩
ปรบมือ	p r o p̚ ˨˩ . m ɯː ˧
ปรมราชาธิราช	p ɔː ˧ . r o m ˧ . r aː ˧ . t͡ɕʰ aː ˧ . tʰ i ˦˥ . r aː t̚ ˥˩
ปรมราชาธิราช	p ɔː ˧ . r o m ˧ . m a ˦˥ . r aː ˧ . t͡ɕʰ aː ˧ . tʰ i ˦˥ . r aː t̚ ˥˩
ปรมราชาธิราช	p ɔː ˧ . r a ˦˥ . m a ˦˥ . r aː ˧ . t͡ɕʰ aː ˧ . tʰ i ˦˥ . r aː t̚ ˥˩
ปรมราชาธิราช	p a ˨˩ . r o m ˧ . r aː ˧ . t͡ɕʰ aː ˧ . tʰ i ˦˥ . r aː t̚ ˥˩
ปรมราชาธิราช	p a ˨˩ . r a ˦˥ . m a ˦˥ . r aː ˧ . t͡ɕʰ aː ˧ . tʰ i ˦˥ . r aː t̚ ˥˩
ปรมาณู	p a ˨˩ . r a ˦˥ . m aː ˧ . n uː ˧
ปรมาภิไธย	p a ˨˩ . r a ˦˥ . m aː ˧ . pʰ i ˦˥ . tʰ aj ˧
ปรมาภิไธย	p ɔː ˧ . r a ˦˥ . m aː ˧ . pʰ i ˦˥ . tʰ aj ˧
ปรมินทร	p ɔː ˧ . r a ˦˥ . m i n ˧
ปรมินทร	p a ˨˩ . r a ˦˥ . m i n ˧
ปรมินทร	p ɔː ˧ . r a ˦˥ . m i n ˧ . tʰ r a ˦˥ .
ปรมินทร	p a ˨˩ . r a ˦˥ . m i n ˧ . tʰ r aʔ ˦˥
ปรมินทร์	p ɔː ˧ . r a ˦˥ . m i n ˧
ปรมินทร์	p a ˨˩ . r a ˦˥ . m i n ˧
ปรมินทร์	p ɔː ˧ . r a ˦˥ . m i n ˧ . tʰ r a ˦˥ .
ปรมินทร์	p a ˨˩ . r a ˦˥ . m i n ˧ . tʰ r a ˦˥ .
ปรสิต	p a ˨˩ . r a ˦˥ . s i t̚ ˨˩
ปรสิต	p a ˨˩ . r a ˦˥ . s i t̚ ˨˩ .
ปรสิต	p a ˨˩ . r a ˦˥ . s i t̚ ˨˩ . t a ˨˩ .
ปรสิต	p ɔː ˧ . r a ˦˥ . s i t̚ ˨˩
ปรสิต	p ɔː ˧ . r a ˦˥ . s i t̚ ˨˩ .
ปรสิต	p ɔː ˧ . r a ˦˥ . s i t̚ ˨˩ . t a ˨˩ .
ปรองดอง	p r ɔː ŋ ˧ . d ɔː ŋ ˧
ปรอท	p a ˨˩ . r ɔː t̚ ˨˩
ประกอบ	p r a ˨˩ . k ɔː p̚ ˨˩
ประกัน	p r a ˨˩ . k a n ˧
ประกันชีวิต	p r a ˨˩ . k a n ˧ . t͡ɕʰ iː ˧ . w i t̚ ˦˥
ประกันภัย	p r a ˨˩ . k a n ˧ . pʰ aj ˧
ประกาย	p r a ˨˩ . k aːj ˧
ประกายไฟ	p r a ˨˩ . k aːj ˧ . f aj ˧
ประกายไฟฟ้า	p r a ˨˩ . k aːj ˧ . f aj ˧ . f aː ˦˥
ประการ	p r a ˨˩ . k aː n ˧
ประกาศ	p r a ˨˩ . k aː t̚ ˨˩
ประกาศนียบัตร	p r a ˨˩ . k aː ˧ . s a ˨˩ . n iː ˧ . j a ˦˥ . b a t̚ ˨˩
ประกาศนียบัตร	p r a ˨˩ . k aː t̚ ˨˩ . s a ˨˩ . n iː ˧ . j a ˦˥ . b a t̚ ˨˩
ประกาศิต	p r a ˨˩ . k aː ˧ . s i t̚ ˨˩
ประคอง	p r a ˨˩ . kʰ ɔː ŋ ˧
ประคองข้าง	p r a ˨˩ . kʰ ɔː ŋ ˧ . kʰ aː ŋ ˥˩
ประคำ	p r a ˨˩ . kʰ a m ˧
ประจบ	p r a ˨˩ . t͡ɕ o p̚ ˨˩
ประจวบคีรีขันธ์	p r a ˨˩ . t͡ɕ ua̯ p̚ ˨˩ . kʰ iː ˧ . r iː ˧ . kʰ a n ˩˩˦
ประจักษ์พยาน	p r a ˨˩ . t͡ɕ a k̚ ˨˩ . pʰ a ˦˥ . j aː n ˧
ประจาน	p r a ˨˩ . t͡ɕ aː n ˧
ประจำ	p r a ˨˩ . t͡ɕ a m ˧
ประจำเดือน	p r a ˨˩ . t͡ɕ a m ˧ . d ɯa̯ n ˧
ประจิม	p r a ˨˩ . t͡ɕ i m ˧
ประจุ	p r a ˨˩ . t͡ɕ u ʔ ˨˩
ประจุบัน	p r a ˨˩ . t͡ɕ u ˨˩ . b a n ˧
ประจุไฟฟ้า	p r a ˨˩ . t͡ɕ u ˨˩ . f aj ˧ . f aː ˦˥
ประชด	p r a ˨˩ . t͡ɕʰ o t̚ ˦˥
ประชวร	p r a ˨˩ . t͡ɕʰ ua̯ n ˧
ประชัน	p r a ˨˩ . t͡ɕʰ a n ˧
ประชา	p r a ˨˩ . t͡ɕʰ aː ˧
ประชากร	p r a ˨˩ . t͡ɕʰ aː ˧ . k ɔː n ˧
ประชากรศาสตร์	p r a ˨˩ . t͡ɕʰ aː ˧ . k ɔː ˧ . r a ˦˥ . s aː t̚ ˨˩
ประชากรศาสตร์	p r a ˨˩ . t͡ɕʰ aː ˧ . k ɔː n ˧ . s aː t̚ ˨˩
ประชาคม	p r a ˨˩ . t͡ɕʰ aː ˧ . kʰ o m ˧
ประชาชน	p r a ˨˩ . t͡ɕʰ aː ˧ . t͡ɕʰ o n ˧
ประชาชาติ	p r a ˨˩ . t͡ɕʰ aː ˧ . t͡ɕʰ aː t̚ ˥˩
ประชาทัณฑ์	p r a ˨˩ . t͡ɕʰ aː ˧ . tʰ a n ˧
ประชาธิปัตย์	p r a ˨˩ . t͡ɕʰ aː ˧ . tʰ i ˦˥ . p a t̚ ˨˩
ประชาธิปไตย	p r a ˨˩ . t͡ɕʰ aː ˧ . tʰ i ˦˥ . p a ˨˩ . t aj ˧
ประชาธิปไตย	p r a ˨˩ . t͡ɕʰ aː ˧ . tʰ i p̚ ˦˥ . p a ˨˩ . t aj ˧
ประชานิยม	p r a ˨˩ . t͡ɕʰ aː ˧ . n i ˦˥ . j o m ˧
ประชาบดี	p r a ˨˩ . t͡ɕʰ aː ˧ . b ɔː ˧ . d iː ˧
ประชาพิจารณ์	p r a ˨˩ . t͡ɕʰ aː ˧ . pʰ i ˦˥ . t͡ɕ aː n ˧
ประชามติ	p r a ˨˩ . t͡ɕʰ aː ˧ . m a ˦˥ . t i ʔ ˨˩
ประชาสัมพันธ์	p r a ˨˩ . t͡ɕʰ aː ˧ . s a m ˩˩˦ . pʰ a n ˧
ประชิด	p r a ˨˩ . t͡ɕʰ i t̚ ˦˥
ประชุม	p r a ˨˩ . t͡ɕʰ u m ˧
ประชุมเพลิง	p r a ˨˩ . t͡ɕʰ u m ˧ . pʰ l ɤː ŋ ˧
ประณต	p r a ˨˩ . n o t̚ ˦˥
ประณาม	p r a ˨˩ . n aː m ˧
ประณาม	p r a ˨˩ . n aː m ˧ .
ประณาม	p r a ˨˩ . n aː m ˧ . m a ˦˥ .
ประดักประเดิด	p r a ˨˩ . d a k̚ ˨˩ . p r a ˨˩ . d ɤː t̚ ˨˩
ประดับ	p r a ˨˩ . d a p̚ ˨˩
ประดาน้ำ	p r a ˨˩ . d aː ˧ . n aː m ˦˥
ประดิษฐาน	p r a ˨˩ . d i t̚ ˨˩ . s a ˨˩ . tʰ aː n ˩˩˦
ประดิษฐ์	p r a ˨˩ . d i t̚ ˨˩
ประดุจ	p r a ˨˩ . d u t̚ ˨˩
ประดู่	p r a ˨˩ . d uː ˨˩
ประตัก	p r a ˨˩ . t a k̚ ˨˩
ประติบัติ	p r a ˨˩ . t i ˨˩ . b a t̚ ˨˩
ประติมากร	p r a ˨˩ . t i ˨˩ . m aː ˧ . k ɔː n ˧
ประติมากรรม	p r a ˨˩ . t i ˨˩ . m aː ˧ . k a m ˧
ประตู	p r a ˨˩ . t uː ˧
ประตูน้ำ	p r a ˨˩ . t uː ˧ . n aː m ˦˥
ประถม	p r a ˨˩ . tʰ o m ˩˩˦
ประถม	p r a ˨˩ . tʰ o m ˩˩˦ . m a ˦˥ .
ประถม	p r a ˨˩ . tʰ o m ˩˩˦ .
ประทม	p r a ˨˩ . tʰ o m ˧
ประทัด	p r a ˨˩ . tʰ a t̚ ˦˥
ประทับ	p r a ˨˩ . tʰ a p̚ ˦˥
ประทับใจ	p r a ˨˩ . tʰ a p̚ ˦˥ . t͡ɕ aj ˧
ประทาน	p r a ˨˩ . tʰ aː n ˧
ประทาน	p r a ˨˩ . tʰ aː n ˧ . n a ˦˥ .
ประทีป	p r a ˨˩ . tʰ iː p̚ ˥˩
ประทุษวาจา	p r a ˨˩ . tʰ u t̚ ˦˥ . s a ˨˩ . w aː ˧ . t͡ɕ aː ˧
ประท้วง	p r a ˨˩ . tʰ ua̯ ŋ ˦˥
ประธาน	p r a ˨˩ . tʰ aː n ˧
ประธานาธิบดี	p r a ˨˩ . tʰ aː ˧ . n aː ˧ . tʰ i p̚ ˦˥ . b ɔː ˧ . d iː ˧
ประธานาธิบดี	p r a ˨˩ . tʰ aː ˧ . n aː ˧ . tʰ i ˦˥ . b ɔː ˧ . d iː ˧
ประนาม	p r a ˨˩ . n aː m ˧
ประนีประนอม	p r a ˨˩ . n iː ˧ . p r a ˨˩ . n ɔː m ˧
ประปา	p r a ˨˩ . p aː ˧
ประพฤติ	p r a ˨˩ . pʰ rɯ t̚ ˦˥
ประพฤติ	p r a ˨˩ . pʰ rɯ t̚ ˦˥ . t i ˨˩ .
ประพฤติเหตุ	p r a ˨˩ . pʰ rɯ t̚ ˦˥ . t i ˨˩ . h eː t̚ ˨˩
ประพันธสรรพนาม	p r a ˨˩ . pʰ a n ˧ . tʰ a ˦˥ . s a p̚ ˨˩ . pʰ a ˦˥ . n aː m ˧
ประพันธ์	p r a ˨˩ . pʰ a n ˧
ประพาส	p r a ˨˩ . pʰ aː t̚ ˥˩
ประภาคาร	p r a ˨˩ . pʰ aː ˧ . kʰ aː n ˧
ประมง	p r a ˨˩ . m o ŋ ˧
ประมง	p r a ˧ . m o ŋ ˧
ประมวล	p r a ˨˩ . m ua̯ n ˧
ประมวล	p r a ˧ . m ua̯ n ˧
ประมวลกฎหมาย	p r a ˨˩ . m ua̯ n ˧ . k o t̚ ˨˩ . m aːj ˩˩˦
ประมาณ	p r a ˨˩ . m aː n ˧
ประมาท	p r a ˨˩ . m aː t̚ ˨˩
ประมุข	p r a ˨˩ . m u k̚ ˦˥
ประมุขแห่งรัฐ	p r a ˨˩ . m u k̚ ˦˥ . h ɛ ŋ ˨˩ . r a t̚ ˦˥
ประมูล	p r a ˨˩ . m uː n ˧
ประยุทธ์	p r a ˨˩ . j u t̚ ˦˥
ประวัติ	p r a ˨˩ . w a t̚ ˨˩
ประวัติ	p r a ˨˩ . w a t̚ ˨˩ . t i ˨˩ .
ประวัติ	p r a ˨˩ . w a t̚ ˨˩ .
ประวัติการ	p r a ˨˩ . w a t̚ ˨˩ . t i ˨˩ . k aː n ˧
ประวัติการ	p r a ˨˩ . w a t̚ ˨˩ . k aː n ˧
ประวัติการณ์	p r a ˨˩ . w a t̚ ˨˩ . t i ˨˩ . k aː n ˧
ประวัติการณ์	p r a ˨˩ . w a t̚ ˨˩ . k aː n ˧
ประวัติศาสตร์	p r a ˨˩ . w a t̚ ˨˩ . t i ˨˩ . s aː t̚ ˨˩
ประวัติศาสตร์	p r a ˨˩ . w a t̚ ˨˩ . s aː t̚ ˨˩
ประสก	p r a ˨˩ . s o k̚ ˨˩
ประสงค์	p r a ˨˩ . s o ŋ ˩˩˦
ประสงค์ร้าย	p r a ˨˩ . s o ŋ ˩˩˦ . r aːj ˦˥
ประสบ	p r a ˨˩ . s o p̚ ˨˩
ประสบการณ์	p r a ˨˩ . s o p̚ ˨˩ . k aː n ˧
ประสพการณ์	p r a ˨˩ . s o p̚ ˨˩ . k aː n ˧
ประสาท	p r a ˨˩ . s aː t̚ ˨˩
ประสาน	p r a ˨˩ . s aː n ˩˩˦
ประสานรอย	p r a ˨˩ . s aː n ˩˩˦ . r ɔːj ˧
ประสิทธิผล	p r a ˨˩ . s i t̚ ˨˩ . tʰ i ˦˥ . pʰ o n ˩˩˦
ประสิทธิภาพ	p r a ˨˩ . s i t̚ ˨˩ . tʰ i ˦˥ . pʰ aː p̚ ˥˩
ประสิทธิ์	p r a ˨˩ . s i t̚ ˨˩
ประสูติ	p r a ˨˩ . s uː t̚ ˨˩
ประสูติ	p r a ˨˩ . s uː ˩˩˦ . t i ˨˩ .
ประหม่า	p r a ˨˩ . m aː ˨˩
ประหยัด	p r a ˨˩ . j a t̚ ˨˩
ประหลาด	p r a ˨˩ . l aː t̚ ˨˩
ประหลาดใจ	p r a ˨˩ . l aː t̚ ˨˩ . t͡ɕ aj ˧
ประหวั่น	p r a ˨˩ . w a n ˨˩
ประหาร	p r a ˨˩ . h aː n ˩˩˦
ประหารชีวิต	p r a ˨˩ . h aː n ˩˩˦ . t͡ɕʰ iː ˧ . w i t̚ ˦˥
ประฮาม	p r a ˨˩ . h aː m ˧
ประเคน	p r a ˨˩ . kʰ eː n ˧
ประเจิดประเจ้อ	p r a ˨˩ . t͡ɕ ɤː t̚ ˨˩ . p r a ˨˩ . t͡ɕ ɤː ˥˩
ประเชิญ	p r a ˨˩ . t͡ɕʰ ɤː n ˧
ประเดิม	p r a ˨˩ . d ɤː m ˧
ประเด็น	p r a ˨˩ . d e n ˧
ประเทศ	p r a ˨˩ . tʰ eː t̚ ˥˩
ประเทศ	p r a ˨˩ . tʰ eː t̚ ˥˩ . s a ˨˩ .
ประเทศจำลอง	p r a ˨˩ . tʰ eː t̚ ˥˩ . t͡ɕ a m ˧ . l ɔː ŋ ˧
ประเทศชาติ	p r a ˨˩ . tʰ eː t̚ ˥˩ . t͡ɕʰ aː t̚ ˥˩
ประเทศราช	p r a ˨˩ . tʰ eː t̚ ˥˩ . s a ˨˩ . r aː t̚ ˥˩
ประเทียบ	p r a ˨˩ . tʰ ia̯ p̚ ˥˩
ประเพณี	p r a ˨˩ . pʰ eː ˧ . n iː ˧
ประเภท	p r a ˨˩ . pʰ eː t̚ ˥˩
ประเมิน	p r a ˨˩ . m ɤː n ˧
ประเวณี	p r a ˨˩ . w eː ˧ . n iː ˧
ประเวศน์พระนคร	p r a ˨˩ . w eː t̚ ˥˩ . pʰ r a ˦˥ . n a ˦˥ . kʰ ɔː n ˧
ประเวศพระนคร	p r a ˨˩ . w eː t̚ ˥˩ . pʰ r a ˦˥ . n a ˦˥ . kʰ ɔː n ˧
ประเสริฐ	p r a ˨˩ . s ɤː t̚ ˨˩
ประแจ	p r a ˨˩ . t͡ɕ ɛː ˧
ประโคม	p r a ˨˩ . kʰ oː m ˧
ประโยค	p r a ˨˩ . j oː k̚ ˨˩
ประโยคความซ้อน	p r a ˨˩ . j oː k̚ ˨˩ . kʰ w aː m ˧ . s ɔː n ˦˥
ประโยคความรวม	p r a ˨˩ . j oː k̚ ˨˩ . kʰ w aː m ˧ . r ua̯ m ˧
ประโยคความเดียว	p r a ˨˩ . j oː k̚ ˨˩ . kʰ w aː m ˧ . d ia̯w ˧
ประโยคย่อย	p r a ˨˩ . j oː k̚ ˨˩ . j ɔj ˥˩
ประโยคหลัก	p r a ˨˩ . j oː k̚ ˨˩ . l a k̚ ˨˩
ประโยชน์	p r a ˨˩ . j oː t̚ ˨˩
ปรัชญา	p r a t̚ ˨˩ . j aː ˧
ปรัชญา	p r a t̚ ˨˩ . t͡ɕʰ a ˦˥ . j aː ˧
ปรับ	p r a p̚ ˨˩
ปรับตัว	p r a p̚ ˨˩ . t ua̯ ˧
ปรับปรุง	p r a p̚ ˨˩ . p r u ŋ ˧
ปรัศนี	p r a t̚ ˨˩ . s a ˨˩ . n iː ˧
ปรัสเซีย	p r a t̚ ˨˩ . s ia̯ ˧
ปราก	p r aː k̚ ˦˥
ปรากฎการณ์	p r aː ˧ . k o t̚ ˨˩ . t a ˨˩ . k aː n ˧
ปรากฎการณ์	p r aː ˧ . k o t̚ ˨˩ . k aː n ˧
ปรากฏ	p r aː ˧ . k o t̚ ˨˩
ปรากฏการณ์	p r aː ˧ . k o t̚ ˨˩ . t a ˨˩ . k aː n ˧
ปรากฏการณ์	p r aː ˧ . k o t̚ ˨˩ . k aː n ˧
ปรากฤต	p r aː ˧ . k r i t̚ ˨˩
ปราการ	p r aː ˧ . k aː n ˧
ปรางค์	p r aː ŋ ˧
ปราจีนบุรี	p r aː ˧ . t͡ɕ iː n ˧ . b u ˨˩ . r iː ˧
ปราชญ์	p r aː t̚ ˨˩
ปราชัย	p a ˨˩ . r aː ˧ . t͡ɕʰ aj ˧
ปราชัย	p r aː ˧ . t͡ɕʰ aj ˧
ปราณ	p r aː n ˧
ปราณี	p r aː ˧ . n iː ˧
ปรานี	p r aː ˧ . n iː ˧
ปรานีฆาต	p r aː ˧ . n iː ˧ . kʰ aː t̚ ˥˩
ปราบ	p r aː p̚ ˨˩
ปราม	p r aː m ˧
ปราย	p r aːj ˧
ปรารถนา	p r aː t̚ ˨˩ . tʰ a ˨˩ . n aː ˩˩˦
ปราศจาก	p r aː t̚ ˨˩ . s a ˨˩ . t͡ɕ aː k̚ ˨˩
ปราศรัย	p r aː ˧ . s aj ˩˩˦
ปราสาท	p r aː ˧ . s aː t̚ ˨˩
ปริ	p r i ʔ ˨˩
ปริซึม	p r i ˦˥ . s ɯ m ˥˩
ปริญญา	p a ˨˩ . r i n ˧ . j aː ˧
ปริญญาบัตร	p a ˨˩ . r i n ˧ . j aː ˧ . b a t̚ ˨˩
ปริตยาค	p a ˨˩ . r i t̚ ˦˥ . t a ˨˩ . j aː k̚ ˥˩
ปรินิพพาน	p a ˨˩ . r i ˦˥ . n i p̚ ˦˥ . pʰ aː n ˧
ปริมาณ	p a ˨˩ . r i ˦˥ . m aː n ˧
ปริมาณสารสัมพันธ์	p a ˨˩ . r i ˦˥ . m aː n ˧ . s aː n ˩˩˦ . s a m ˩˩˦ . pʰ a n ˧
ปริมาตร	p a ˨˩ . r i ˦˥ . m aː t̚ ˥˩
ปริยาย	p a ˨˩ . r i ˦˥ . j aːj ˧
